ID,Site,Use,Horizon,MidDepth,eoc,moisture,avgaggL021,avgagg021_1,avgagg1_2,avgagg2_476,avgaggM476,sdaggL021,sdagg021_1,sdagg1_2,sdagg2_476,sdaggM476,avgaggOCL021,avgaggOC021_1,avgaggOC1_2,avgaggOC2_476,avgaggOCM476,sdaggOCL021,sdaggOC021_1,sdaggOC1_2,sdaggOC2_476,sdaggOCM476,micro,intmacro,macro,sdmicro,sdintmacro,sdmacro,microOC,intmacroOC,macroOC,sdmicroOC,sdintmacroOC,sdmacroOC,avgMAD,sdMAD
KNZ_APT_S0H5,KNZ,A,S0H5,92,0.6,0.200631912,0.11095458100000001,0.465566418,0.362416781,0.05868034333333333,0.0019365416666666665,0.021601233962443882,0.041684086568971754,0.024466040844802577,0.029253155408413774,0.003354188557640779,18.49243016666667,77.594403,60.40279683333333,9.780057222222222,0.3227569444444444,3.600205660407313,6.947347761495288,4.077673474133764,4.875525901402296,0.55903142627346325,0.11095458100000001,0.8866635423333333,0.0019365416666666665,0.021601233962443882,0.02509182910765735,0.003354188557640779,18.49243016666667,147.77725705555554,0.3227569444444444,3.600205660407313,4.181971517942894,0.55903142627346325,0.5519036407547607,0.07370184970113824
KNZ_APT_S0H6,KNZ,A,S0H6,126,0.5,0.215918046,0.08987263233333334,0.30191946733333336,0.42459476133333335,0.181300514,0.0017564516666666666,0.0255513702736687,0.04568806045504277,0.026075763224015402,0.06478608781673677,0.0015324722330314286,17.974526466666667,60.38389346666667,84.91895226666666,36.2601028,0.3512903333333333,5.11027405473374,9.137612091008556,5.215152644803085,12.957217563347351,0.3064944466062857,0.08987263233333334,0.9078147426666666,0.0017564516666666666,0.0255513702736687,0.02496445104513321,0.0015324722330314286,17.974526466666667,181.56294853333333,0.3512903333333333,5.11027405473374,4.992890209026643,0.3064944466062857,0.8057702243030053,0.17563950917112736
KNZ_APT_S0H7,KNZ,A,S0H7,166.5,0.4,0.233176839,0.16119581633333335,0.405510363,0.37346949933333334,0.058385036333333334,9.352803333333333e-4,0.04573417155463094,0.04352211574177153,0.07963234484657966,0.028603993806695885,0.0016199530566532885,40.298954083333335,101.37759075,93.36737483333333,14.596259083333335,0.23382008333333335,11.433542888657735,10.88052893544288,19.908086211644918,7.150998451673972,0.4049882641633222,0.16119581633333335,0.8373648986666666,9.352803333333333e-4,0.04573417155463094,0.0442151857957722,0.0016199530566532885,40.298954083333335,209.34122466666665,0.23382008333333335,11.433542888657735,11.053796448943075,0.4049882641633222,0.48447083454792583,0.12717630073284902
KNZ_NPT_S0H1,KNZ,N,S0H1,7.5,3.5,0.43,0.05590283333333333,0.14441379133333332,0.19115395633333332,0.25083304166666665,0.357529078,0.011183944839136607,0.009069083857578696,0.005657126532810921,0.010805629054263362,0.03586223201846928,1.5972238095238094,4.1261083238095235,5.461541609523809,7.1666583333333325,10.215116514285713,0.31954128111818875,0.25911668164510554,0.16163218665174042,0.30873225869323895,1.024635200527694,0.05590283333333333,0.5864007893333333,0.357529078,0.011183944839136607,0.025142283995841085,0.03586223201846928,1.5972238095238094,16.754308266666662,10.215116514285713,0.31954128111818875,0.7183509713097447,1.024635200527694,1.785253119733162,0.16193086235205767
KNZ_NPT_S0H2,KNZ,N,S0H2,22,2.3,0.310663308,0.05051811466666667,0.180038851,0.3405204233333333,0.304322979,0.12422249966666667,0.0400474081328685,0.05436964670395303,0.04106990989055101,0.08019490037721977,0.06076632178001789,2.1964397681159418,7.827776130434782,14.80523579710145,13.231433869565217,5.400978246376812,1.7411916579508042,2.3638976827805664,1.7856482561109137,3.4867347990095556,2.6420139904355606,0.05051811466666667,0.8248822533333333,0.12422249966666667,0.0400474081328685,0.023951899310354005,0.06076632178001789,2.1964397681159418,35.864445797101446,5.400978246376812,1.7411916579508042,1.041386926537132,2.6420139904355606,1.4312356239908983,0.4645038798014883
KNZ_NPT_S0H3,KNZ,N,S0H3,44,1.2,0.256767842,0.039815976,0.13252280566666666,0.41701550833333334,0.3530673013333333,0.057439599333333334,0.022874197263917793,0.01560947270237048,0.06084746281079538,0.056129083424226775,0.0064896401249626605,3.3179980000000002,11.043567138888887,34.75129236111111,29.422275111111112,4.786633277777778,1.9061831053264826,1.300789391864207,5.070621900899614,4.677423618685566,0.5408033437468884,0.039815976,0.9026056153333333,0.057439599333333334,0.022874197263917793,0.026085052321696486,0.0064896401249626605,3.3179980000000002,75.2171346111111,4.786633277777778,1.9061831053264826,2.1737543601413782,0.5408033437468884,1.454237258608727,0.06570275399263947
KNZ_NPT_S0H4,KNZ,N,S0H4,72.5,0.8,0.197540354,0.06388387766666667,0.2606465513333333,0.4369850496666667,0.22017437933333334,0.018120966333333335,0.024456463401617907,0.03051023832800796,0.008411927604489375,0.0593388967236072,0.012933329000175492,7.985484708333333,32.580818916666665,54.623131208333334,27.521797416666665,2.265120791666667,3.0570579252022383,3.813779791000995,1.0514909505611714,7.4173620904509,1.6166661250219365,0.06388387766666667,0.9178059803333333,0.018120966333333335,0.024456463401617907,0.02665616282324633,0.012933329000175492,7.985484708333333,114.72574754166666,2.265120791666667,3.0570579252022383,3.3320203529057877,1.6166661250219365,0.9867713486267055,0.16949355510177389
KNZ_NPT_S0H5,KNZ,N,S0H5,106.5,0.3,0.175019275,0.12628824466666666,0.2929486036666667,0.34449982533333334,0.21829249,0.016405222333333334,0.04889262691841389,0.05378140064461861,0.02097935087969388,0.07632430194356027,0.011163084064301063,42.09608155555556,97.64953455555556,114.8332751111111,72.76416333333333,5.468407444444444,16.297542306137967,17.927133548206204,6.993116959897961,25.441433981186755,3.7210280214336873,0.12628824466666666,0.8557409189999999,0.016405222333333334,0.04889262691841389,0.04169910635500254,0.011163084064301063,42.09608155555556,285.246973,5.468407444444444,16.297542306137967,13.899702118334185,3.7210280214336873,0.7458760930623405,0.23148783095261696
KNZ_NPT_S0H6,KNZ,N,S0H6,153,0.3,0.145833333,0.32287390033333335,0.43009517466666664,0.196055721,0.05089605366666667,0,0.04870366451243278,0.012898105727282009,0.03975645386284459,0.012924787993599912,0,107.62463344444444,143.36505822222222,65.351907,16.96535122222222,0,16.2345548374776,4.2993685757606634,13.252151287614861,4.308262664533304,0,0.32287390033333335,0.6770469493333333,0,0.04870366451243278,0.048702457082005254,0,107.62463344444444,225.68231644444444,0,16.2345548374776,16.234152360668404,0,0.2344861232242638,0.04884492545188246
KNZ_NPT_S0H7,KNZ,N,S0H7,189.5,0.4,0.160150376,0.2483560486666667,0.448050932,0.246069805,0.05500949066666667,0.002342479666666667,0.08571087083401474,0.03936264665626035,0.07449955347995406,0.04627179720682844,0.0020434556876728046,62.08901216666667,112.012733,61.51745125,13.752372666666666,0.5856199166666667,21.42771770850369,9.840661664065086,18.624888369988515,11.56794930170711,0.5108639219182011,0.2483560486666667,0.7491302276666667,0.002342479666666667,0.08571087083401474,0.08393488580435737,0.0020434556876728046,62.08901216666667,187.28255691666666,0.5856199166666667,21.42771770850369,20.98372145108935,0.5108639219182011,0.33327561809707157,0.15102753437526742
