SampleID,Site,Use,Replicate,MidDepth,SOC,Horizon,ppt,temp,pet,ari,ep,pptpet
KNZ-A01-S030-20180511,KNZ,A,1,22.5,1.69086,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A02-S030-20180511,KNZ,A,2,22.5,1.1067,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A03-S030-20180511,KNZ,A,3,22.5,1.06516,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A04-S030-20180511,KNZ,A,4,22.5,1.65519,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A01-S075-20180511,KNZ,A,1,52.5,1.12975,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A02-S075-20180511,KNZ,A,2,52.5,0.512277,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A03-S075-20180511,KNZ,A,3,52.5,0.642915,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A04-S075-20180511,KNZ,A,4,52.5,1.24215,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A01-S120-20180511,KNZ,A,1,97.5,0.903946,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A02-S120-20180511,KNZ,A,2,97.5,0.336278,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A03-S120-20180511,KNZ,A,3,97.5,0.290066,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ-A04-S120-20180511,KNZ,A,4,97.5,0.733128,NA,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
EKS-N01-S005-20180517,EKS,N,1,2.5,3.27779,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N02-S005-20180517,EKS,N,2,2.5,3.14491,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N04-S005-20180517,EKS,N,4,2.5,3.18951,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N01-S015-20180517,EKS,N,1,10,1.69373,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N02-S015-20180517,EKS,N,2,10,1.97595,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N04-S015-20180517,EKS,N,4,10,2.02412,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N01-S030-20180517,EKS,N,1,22.5,1.13815,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N03-S030-20180517,EKS,N,3,22.5,1.84036,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N04-S030-20180517,EKS,N,4,22.5,1.69455,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N01-S075-20180517,EKS,N,1,52.5,0.470538,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N02-S075-20180517,EKS,N,2,52.5,0.681831,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N03-S075-20180517,EKS,N,3,52.5,0.743163,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N04-S075-20180517,EKS,N,4,52.5,0.653726,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N01-S120-20180517,EKS,N,1,97.5,0.256166,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N02-S120-20180517,EKS,N,2,97.5,0.464734,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-N03-S120-20180517,EKS,N,3,97.5,0.128987,NA,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS-A01-S005-20180523,EKS,A,1,2.5,1.9522,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A02-S005-20180523,EKS,A,2,2.5,2.2093,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A03-S005-20180523,EKS,A,3,2.5,2.15781,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A04-S005-20180523,EKS,A,4,2.5,2.39169,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A01-S015-20180523,EKS,A,1,10,1.6272,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A02-S015-20180523,EKS,A,2,10,1.79441,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A03-S015-20180523,EKS,A,3,10,1.53937,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A04-S015-20180523,EKS,A,4,10,1.87211,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A01-S030-20180523,EKS,A,1,22.5,1.23531,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A02-S030-20180523,EKS,A,2,22.5,1.44053,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A03-S030-20180523,EKS,A,3,22.5,1.12476,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A04-S030-20180523,EKS,A,4,22.5,1.39672,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A01-S075-20180523,EKS,A,1,52.5,0.638378,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A02-S075-20180523,EKS,A,2,52.5,1.00568,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A03-S075-20180523,EKS,A,3,52.5,0.565183,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A04-S075-20180523,EKS,A,4,52.5,0.930734,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A01-S120-20180523,EKS,A,1,97.5,0.314985,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A02-S120-20180523,EKS,A,2,97.5,0.457598,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A03-S120-20180523,EKS,A,3,97.5,0.355541,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS-A04-S120-20180523,EKS,A,4,97.5,0.422846,NA,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
HAY_NPT_S0H1,HAY,N,NA,19.5,1.8,A,613.0656933517912,12.389022413281099,1758.0000041999967,0.33309999108314514,-1.8675556686079577,0.34872906250690006
HAY_NPT_S0H2,HAY,N,NA,48.5,0.8,BA,613.0656933517912,12.389022413281099,1758.0000041999967,0.33309999108314514,-1.8675556686079577,0.34872906250690006
HAY_NPT_S0H3,HAY,N,NA,75,0.6,Bt,613.0656933517912,12.389022413281099,1758.0000041999967,0.33309999108314514,-1.8675556686079577,0.34872906250690006
HAY_NPT_S0H4,HAY,N,NA,102,0.5,Btk1,613.0656933517912,12.389022413281099,1758.0000041999967,0.33309999108314514,-1.8675556686079577,0.34872906250690006
HAY_NPT_S0H5,HAY,N,NA,123,0.3,Btk2,613.0656933517912,12.389022413281099,1758.0000041999967,0.33309999108314514,-1.8675556686079577,0.34872906250690006
HAY_NPT_S0H6,HAY,N,NA,154,0.2,Btk3,613.0656933517912,12.389022413281099,1758.0000041999967,0.33309999108314514,-1.8675556686079577,0.34872906250690006
HAY_NPT_S0H7,HAY,N,NA,183,0.2,Btk4,613.0656933517912,12.389022413281099,1758.0000041999967,0.33309999108314514,-1.8675556686079577,0.34872906250690006
HAY_NPT_S0H8,HAY,N,NA,199,0,Btk5,613.0656933517912,12.389022413281099,1758.0000041999967,0.33309999108314514,-1.8675556686079577,0.34872906250690006
HAY_APT_S0H1,HAY,A,NA,8.5,1.1,Ap,613.5882243973671,12.39147081203661,1758.0000079199956,0.3310000002384186,-1.8651136674707334,0.3490262921689877
HAY_APT_S0H2,HAY,A,NA,20.5,0.9,BA,613.5882243973671,12.39147081203661,1758.0000079199956,0.3310000002384186,-1.8651136674707334,0.3490262921689877
HAY_APT_S0H3,HAY,A,NA,35,0.7,Bt1,613.5882243973671,12.39147081203661,1758.0000079199956,0.3310000002384186,-1.8651136674707334,0.3490262921689877
HAY_APT_S0H4,HAY,A,NA,55,0.5,Bt2,613.5882243973671,12.39147081203661,1758.0000079199956,0.3310000002384186,-1.8651136674707334,0.3490262921689877
HAY_APT_S0H5,HAY,A,NA,69.5,0.3,Btk1,613.5882243973671,12.39147081203661,1758.0000079199956,0.3310000002384186,-1.8651136674707334,0.3490262921689877
HAY_APT_S0H6,HAY,A,NA,83.5,0.1,Btk2,613.5882243973671,12.39147081203661,1758.0000079199956,0.3310000002384186,-1.8651136674707334,0.3490262921689877
HAY_APT_S0H7,HAY,A,NA,111,0.1,Btk3,613.5882243973671,12.39147081203661,1758.0000079199956,0.3310000002384186,-1.8651136674707334,0.3490262921689877
HAY_APT_S0H8,HAY,A,NA,155,0.1,Btk4,613.5882243973671,12.39147081203661,1758.0000079199956,0.3310000002384186,-1.8651136674707334,0.3490262921689877
HAY_APT_S0H9,HAY,A,NA,195,0.1,Btk5,613.5882243973671,12.39147081203661,1758.0000079199956,0.3310000002384186,-1.8651136674707334,0.3490262921689877
KNZ_NPT_S0H1,KNZ,N,NA,7.5,3.5,A1,868.1894931738193,12.773776205007163,1523.9999839200004,0.5830000042915344,-0.7553771335664874,0.5696781511379552
KNZ_NPT_S0H2,KNZ,N,NA,22,2.3,A2,868.1894931738193,12.773776205007163,1523.9999839200004,0.5830000042915344,-0.7553771335664874,0.5696781511379552
KNZ_NPT_S0H3,KNZ,N,NA,44,1.2,Bt1,868.1894931738193,12.773776205007163,1523.9999839200004,0.5830000042915344,-0.7553771335664874,0.5696781511379552
KNZ_NPT_S0H4,KNZ,N,NA,72.5,0.8,Bt2,868.1894931738193,12.773776205007163,1523.9999839200004,0.5830000042915344,-0.7553771335664874,0.5696781511379552
KNZ_NPT_S0H5,KNZ,N,NA,106.5,0.3,Btk1,868.1894931738193,12.773776205007163,1523.9999839200004,0.5830000042915344,-0.7553771335664874,0.5696781511379552
KNZ_NPT_S0H6,KNZ,N,NA,153,0.3,Btk2,868.1894931738193,12.773776205007163,1523.9999839200004,0.5830000042915344,-0.7553771335664874,0.5696781511379552
KNZ_NPT_S0H7,KNZ,N,NA,189.5,0.4,2Bt,868.1894931738193,12.773776205007163,1523.9999839200004,0.5830000042915344,-0.7553771335664874,0.5696781511379552
KNZ_APT_S0H1,KNZ,A,NA,7.5,1.6,Ap1,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ_APT_S0H2,KNZ,A,NA,20.5,1.4,Ap2,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ_APT_S0H3,KNZ,A,NA,36.5,1,Bt,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ_APT_S0H4,KNZ,A,NA,59,0.7,Btss,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ_APT_S0H5,KNZ,A,NA,92,0.6,Btkss1,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ_APT_S0H6,KNZ,A,NA,126,0.5,Btkss2,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
KNZ_APT_S0H7,KNZ,A,NA,166.5,0.4,Btkss3,870.4229680070669,12.77657992438576,1525.9999886000003,0.5814999938011169,-0.7531706362183344,0.570395134016757
EKS_NPT_S0H1,EKS,N,NA,9.5,3.2,A,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS_NPT_S0H2,EKS,N,NA,28,2.2,AB,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS_NPT_S0H3,EKS,N,NA,50.5,1.1,2Bt,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS_NPT_S0H4,EKS,N,NA,73,0.3,2E,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS_NPT_S0H5,EKS,N,NA,105.5,0.2,2B't,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS_NPT_S0H6,EKS,N,NA,148,0.1,3BC,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS_NPT_S0H7,EKS,N,NA,183.5,0.1,3Cr,1033.1676026363673,13.385093180358453,1505.000008999997,0.6693999767303467,-0.45668525141481364,0.6864900973142581
EKS_APT_S0H1,EKS,A,NA,7.5,2.8,Ap1,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS_APT_S0H2,EKS,A,NA,25.5,2.1,Ap2,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS_APT_S0H3,EKS,A,NA,43,1.6,AB,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS_APT_S0H4,EKS,A,NA,62.5,1.3,2Bt,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS_APT_S0H5,EKS,A,NA,98,0.7,2Btss,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS_APT_S0H6,EKS,A,NA,136.5,0.4,2Btssyg,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
EKS_APT_S0H7,EKS,A,NA,162.5,0.3,3Btkg1,1025.307572825454,13.263226015618153,1496.000001320003,0.6628000140190125,-0.45907437043252863,0.6853660240112089
