SampleID,Site,Use,Horizon,MidDepth,eoc,mbc,ppt,tmp,pet,ari,ep,pptpet,FracFine_avg,FracFine_sd,FracCoarse_avg,FracCoarse_sd,FracTotal_avg,FracTotal_sd,eocfine,eoccoarse,eoctotal
JEF_N_S120,JEF,N,NA,97.5,0.02971157965842519,177.11674220869642,990.8734039677352,12.681235151728924,1468.0000160799962,0.6761000156402588,-0.4815212621528764,0.6749818754182761,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_A_S005,SVR,A,NA,2.5,0.05644212720124803,197.87039908242525,477.5079450352124,11.627309572683895,1857.9999976000008,0.26100000739097595,-2.8910347291980405,0.2570010471754654,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_A_S015,SVR,A,NA,10,0.03175105452509783,168.96817690433522,477.5079450352124,11.627309572683895,1857.9999976000008,0.26100000739097595,-2.8910347291980405,0.2570010471754654,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_A_S030,SVR,A,NA,22.5,0.02727545370178488,148.9026258761562,477.5079450352124,11.627309572683895,1857.9999976000008,0.26100000739097595,-2.8910347291980405,0.2570010471754654,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_A_S075,SVR,A,NA,52.5,0.02631179313615128,48.14481797112593,477.5079450352124,11.627309572683895,1857.9999976000008,0.26100000739097595,-2.8910347291980405,0.2570010471754654,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_A_S120,SVR,A,NA,97.5,0.03047074675192549,101.48150766159448,477.5079450352124,11.627309572683895,1857.9999976000008,0.26100000739097595,-2.8910347291980405,0.2570010471754654,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_N_S005,SVR,N,NA,2.5,0.0709381147939566,317.89543238908993,476.2415791126458,11.733066932279543,1864.000011280002,0.2574000060558319,-2.9139799904768684,0.255494407849071,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_N_S015,SVR,N,NA,10,0.01756953198251637,305.15359577159086,476.2415791126458,11.733066932279543,1864.000011280002,0.2574000060558319,-2.9139799904768684,0.255494407849071,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_N_S030,SVR,N,NA,22.5,0.03338833714595266,189.37115413323124,476.2415791126458,11.733066932279543,1864.000011280002,0.2574000060558319,-2.9139799904768684,0.255494407849071,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_N_S075,SVR,N,NA,52.5,0.04865319429903328,104.33210825153324,476.2415791126458,11.733066932279543,1864.000011280002,0.2574000060558319,-2.9139799904768684,0.255494407849071,NA,NA,NA,NA,NA,NA,NA,NA,NA
SVR_N_S120,SVR,N,NA,97.5,0.02878901895542021,129.5032304587613,476.2415791126458,11.733066932279543,1864.000011280002,0.2574000060558319,-2.9139799904768684,0.255494407849071,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_A_S005,TLI,A,NA,2.5,0.04058860869431829,352.2222844833978,779.9570225808486,13.20193936623322,1670,0.45320001244544983,-1.1411436164444453,0.46704013328194527,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_A_S015,TLI,A,NA,10,0.02093618711041742,205.90562019971048,779.9570225808486,13.20193936623322,1670,0.45320001244544983,-1.1411436164444453,0.46704013328194527,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_A_S030,TLI,A,NA,22.5,0.02212463181159857,131.97682932239738,779.9570225808486,13.20193936623322,1670,0.45320001244544983,-1.1411436164444453,0.46704013328194527,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_A_S075,TLI,A,NA,52.5,0.02080924627703043,24.214204576569948,779.9570225808486,13.20193936623322,1670,0.45320001244544983,-1.1411436164444453,0.46704013328194527,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_A_S120,TLI,A,NA,97.5,0.02234245918613373,58.61272928932696,779.9570225808486,13.20193936623322,1670,0.45320001244544983,-1.1411436164444453,0.46704013328194527,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_N_S005,TLI,N,NA,2.5,0.08183307712536812,396.91224860529576,760.0050484785843,13.311168104990152,1653.9999992800026,0.45559999346733093,-1.176301331933336,0.459495192750556,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_N_S015,TLI,N,NA,10,0.04444193798284098,279.1391111813449,760.0050484785843,13.311168104990152,1653.9999992800026,0.45559999346733093,-1.176301331933336,0.459495192750556,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_N_S030,TLI,N,NA,22.5,0.04330787175242689,212.8318819121527,760.0050484785843,13.311168104990152,1653.9999992800026,0.45559999346733093,-1.176301331933336,0.459495192750556,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_N_S075,TLI,N,NA,52.5,0.04846240923182336,137.85942180962624,760.0050484785843,13.311168104990152,1653.9999992800026,0.45559999346733093,-1.176301331933336,0.459495192750556,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLI_N_S120,TLI,N,NA,97.5,0.00407920597719781,179.93884267401234,760.0050484785843,13.311168104990152,1653.9999992800026,0.45559999346733093,-1.176301331933336,0.459495192750556,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_A_S075,TRG,A,NA,52.5,0.01364190889168628,148.04746991390766,580.3322296338898,11.9998380846,1755.9999951999985,0.3199999928474426,-2.02585296065289,0.3304853252962528,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_A_S120,TRG,A,NA,97.5,0.01320745464453595,132.04524391784614,580.3322296338898,11.9998380846,1755.9999951999985,0.3199999928474426,-2.02585296065289,0.3304853252962528,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_N_S005,TRG,N,NA,2.5,0.03054756448026345,272.82882406224786,579.5997820056464,11.984676440208558,1753.0000000000002,0.3199000060558319,-2.0245007924846368,0.3306330758731582,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_N_S015,TRG,N,NA,10,0.03222029508980117,248.2349845685452,579.5997820056464,11.984676440208558,1753.0000000000002,0.3199000060558319,-2.0245007924846368,0.3306330758731582,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_N_S030,TRG,N,NA,22.5,0.04071074082758621,221.89715529757345,579.5997820056464,11.984676440208558,1753.0000000000002,0.3199000060558319,-2.0245007924846368,0.3306330758731582,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_N_S075,TRG,N,NA,52.5,0.02938142977400365,238.92370307237857,579.5997820056464,11.984676440208558,1753.0000000000002,0.3199000060558319,-2.0245007924846368,0.3306330758731582,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_N_S120,TRG,N,NA,97.5,0.05667329712225438,64.01540512275623,579.5997820056464,11.984676440208558,1753.0000000000002,0.3199000060558319,-2.0245007924846368,0.3306330758731582,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_A_S005,TRB,A,NA,2.5,0.08868859644051762,36.01392426179725,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_A_S015,TRB,A,NA,10,0.01604848006996525,139.4352855923876,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_A_S030,TRB,A,NA,22.5,0.04208154582813565,63.437702248541854,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_A_S075,TRB,A,NA,52.5,0.0287063972444027,101.62136515586948,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_A_S120,TRB,A,NA,112.5,0.02456451692983355,68.38274550687338,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_N_S005,TRB,N,NA,2.5,0.08472058005715363,262.11235749978204,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_N_S015,TRB,N,NA,10,0.0232045026616215,154.71686353053906,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_N_S030,TRB,N,NA,22.5,0.02775594343775292,154.84905785351677,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_N_S075,TRB,N,NA,52.5,0.04202294140952606,131.5899387573154,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB_N_S120,TRB,N,NA,112.5,0.05475369955741829,7.832887469772645,455.60330033717975,11.317334645573244,1899.999997959998,0.2151000052690506,-3.1702946325319834,0.23979121096123912,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_A_S005,TRG,A,NA,2.5,0.05320434846545627,118.55141681604712,580.3322296338898,11.9998380846,1755.9999951999985,0.3199999928474426,-2.02585296065289,0.3304853252962528,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_A_S015,TRG,A,NA,10,0.01523709994611895,64.15946525777645,580.3322296338898,11.9998380846,1755.9999951999985,0.3199999928474426,-2.02585296065289,0.3304853252962528,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRG_A_S030,TRG,A,NA,22.5,0.03316982703793106,65.52632429042872,580.3322296338898,11.9998380846,1755.9999951999985,0.3199999928474426,-2.02585296065289,0.3304853252962528,NA,NA,NA,NA,NA,NA,NA,NA,NA
